dataset_name,Train,Test,Class,Length,DTW_LOOCV,UCRSuite_LOOCV,EAP_LOOCV,FastWWSearch,FastWWSearch_EA,FastWWSearch_NoLb,EAP_FastWWSearch,EAP_FastWWSearch_EA,EAP_FastWWSearch_NoLb,UltraFastWWSearch_V1,UltraFastWWSearch_V2,UltraFastWWSearch,UltraFastWWSearch-Global,FastWDTW,EAP_FastWDTW,EAP_FastWDTW_EA,UltraFastWDTW-Local,UltraFastWDTW-Global,FastERP,EAP_FastERP,EAP_FastERP_EA,UltraFastERP-Local,UltraFastERP-Global,FastMSM,EAP_FastMSM,EAP_FastMSM_EA,UltraFastMSM-Local,UltraFastMSM-Global,FastTWE,EAP_FastTWE,EAP_FastTWE_EA,UltraFastTWE-Local,UltraFastTWE-Global,FastLCSS,EAP_FastLCSS,EAP_FastLCSS_EA,UltraFastLCSS-Local,UltraFastLCSS-Global
FordB,3636,810,2,500,531980.3318,259086.897,177949.3363,19141.33825,33624.36837,20307.33173,14382.56267,10027.59583,11713.46449,9125.467742,7633.678327,3785.463487,11983.97948,780173.9767,689184.569,653949.6255,391284.1224,719088.2651,238630.9258,72819.74986,68830.92933,39138.29399,55510.51294,483899.5722,164985.7667,597589.0549,558046.3589,135362.4926,401116.6303,238089.2757,717730.956,656894.9252,230146.9137,135228.8958,57758.19357,83926.71617,49698.61663,45210.41014
FreezerRegularTrain,150,2850,2,301,501.0355515,78.83885567,32.33495522,3.182292771,6.342210488,9.394230393,2.177948813,4.711687161,4.928531614,4.082215315,2.460617716,1.406621289,1.652074496,71.91961955,50.14447724,46.48871605,178.2770085,109.7152537,41.20662221,13.93236032,12.79574742,7.43779921,6.329542822,89.84962942,25.38434514,31.43674844,37.01518408,16.7760867,126.2713176,73.0252041,32.75790738,26.74771385,25.61797058,30.55552396,8.896235304,6.437016247,7.191286146,11.96837053
FreezerSmallTrain,28,2850,2,301,20.89220678,7.543190758,3.385257519,0.344656422,0.481467104,0.505475958,0.20846003,0.242995102,0.222034122,0.191539207,0.188203699,0.133517958,0.105192077,7.534241816,5.239712737,4.612662515,6.855559528,6.423458028,3.65045131,1.011382421,0.962903996,0.751672497,0.732925074,9.398239475,2.59224619,2.718574294,3.277206163,1.38051815,6.659537689,3.822999905,2.667756625,1.890260216,1.673778021,1.607360978,0.391921502,0.325702452,0.29110121,0.513294617
Fungi,18,186,18,201,6.767596465,3.467510385,1.299910541,0.324627362,0.512239257,0.297623968,0.273060232,0.308707834,0.240798754,0.098159949,0.080182114,0.183603772,0.061977448,2.341268359,1.71456868,1.460373513,1.285841813,1.763400664,1.092109423,0.338951033,0.293678343,0.218315318,0.276621901,3.159435948,0.842808459,0.947155848,1.010178129,0.544224771,2.14831161,1.178372371,1.701861485,1.519330876,0.908687568,0.487846348,0.174523721,0.195035601,0.111578605,0.126648012
GestureMidAirD1,208,130,26,360,1206.442083,284.7665282,67.29464269,16.01016765,19.72720572,25.46842257,11.60363078,12.45989406,13.45691904,11.42688653,8.9591722,3.360541078,6.589731366,739.7314764,509.7628021,494.3816062,511.9677009,607.4258488,172.718404,60.82565634,50.65937087,16.69777441,29.0785467,419.162868,112.3773643,267.520277,298.1334876,98.75773278,570.0888282,326.5707041,367.2112265,352.1624002,267.3729521,88.72611589,28.65919091,25.88274411,17.71357902,31.45459649
GestureMidAirD2,208,130,26,360,1168.298638,208.1919395,57.93886895,12.71571372,15.40515989,24.68722774,9.781461033,10.4914516,13.09591548,9.638874045,7.705940489,3.077860778,4.847265897,509.5473056,350.4523663,325.3874795,511.0987839,469.5708476,168.0313959,57.46497413,52.86833648,23.26109679,21.70015865,335.5511696,89.28519039,164.7266612,189.9200961,72.00931797,526.5296539,302.438241,244.6167892,233.4092253,209.1886301,87.60349832,24.10600482,17.60620702,12.41453089,25.23461525
GestureMidAirD3,208,130,26,360,1216.162254,278.6861196,73.67705736,18.6693833,27.65041195,25.39792519,13.7993041,18.16817634,13.49856046,16.54738295,11.45306174,4.182424606,6.49254123,759.1938606,522.5502993,476.4104667,510.3706677,633.8808121,167.6032036,63.2409584,60.13475686,22.46628664,30.8936363,452.9740215,121.1670936,289.08385,324.0820656,106.5629305,572.8189061,325.6134557,365.1184828,350.2689871,262.3261373,76.55103203,24.20009189,26.05925666,21.60047063,34.44414411
GesturePebbleZ1,132,172,6,455,801.1604428,455.536895,86.8384611,17.39313107,27.22676349,18.99867148,11.16393484,11.94316333,9.206176232,10.40378759,8.313588398,3.555772419,8.305416635,855.1819827,609.2870016,547.1430022,365.8871184,636.5722203,180.982825,54.03790151,35.52227027,14.76586845,42.37356497,282.222375,81.24868491,203.5285499,210.1143993,60.40273886,262.3803832,152.2283147,175.3977236,171.2491039,94.00987676,84.4941459,26.17428264,23.68479857,14.80057837,25.33133457
GesturePebbleZ2,146,158,6,455,976.7417679,551.4254024,110.035483,20.95841461,31.31484771,23.4805596,13.64536103,14.13047352,11.30730483,13.82901771,10.27384032,4.278323009,10.24945142,1047.421311,748.8904285,669.1361204,447.453444,782.9226178,227.9387856,66.4452287,41.75758012,16.65218945,52.0844088,337.2205064,97.10284478,243.0713027,253.7573605,72.30099749,297.0539766,172.7102689,198.2136284,192.7082907,97.58325781,98.68542169,31.93008257,27.90291598,18.10736721,31.30902279
GunPoint,50,150,2,150,16.9778946,4.840511761,2.26846026,0.62344903,0.841982762,0.648798657,0.505053481,0.547654538,0.393932769,0.268037346,0.2104382,0.390634673,0.138630208,3.950875871,2.774295457,2.273743523,3.730308289,3.526538248,2.902815714,0.851515721,0.724834013,0.337377019,0.295324367,6.223542117,1.849272585,2.542522583,2.751130795,1.223808677,6.424348116,3.592042292,3.553356513,3.143358685,2.775715211,0.980861325,0.322135188,0.292329656,0.17579836,0.356309754
GunPointAgeSpan,135,316,2,150,108.6601032,21.99494669,6.846400032,1.314480256,1.776359128,2.306204748,0.98524798,1.166247877,1.216242152,1.049839898,0.846592934,0.509163084,0.762678571,16.10339482,11.41915585,13.69005994,24.15262564,17.50378979,14.59920983,4.761980836,3.326645016,1.237922823,1.462989342,27.19091028,7.223276972,12.5199461,13.47006439,5.308045034,35.06735074,20.19064624,18.47017805,16.83682212,13.72779789,7.387082094,2.318898131,1.865535927,0.99056904,2.361500593
GunPointMaleVersusFemale,135,316,2,150,117.6211637,35.08102038,10.9978062,1.337630313,1.926575197,2.344852432,0.973971869,1.195514727,1.222848254,1.121866509,0.891421433,0.536276849,0.786673516,17.13678075,12.40610535,14.78279703,24.17333049,17.96350844,15.38854118,5.197910243,3.527053349,1.279582943,1.303620193,28.31110251,7.570387905,12.4248878,13.58451267,5.549585662,37.43198476,21.13564754,19.18152789,17.51439248,14.72082327,7.276278335,2.176446455,1.711139832,1.039745738,2.2595178
GunPointOldVersusYoung,136,315,2,150,98.63645816,23.59515687,12.24721105,1.499029638,1.904412517,2.465951536,1.152470221,1.175349839,1.419059457,0.938756196,0.806315476,0.886901674,0.747011018,15.83080956,11.27922016,13.38220434,24.67844863,17.51228443,17.09344659,4.954150467,3.394987097,1.216634342,1.311053656,25.50145548,7.100020397,12.12811012,12.64128788,5.184051249,35.48604947,20.37065212,17.2755267,15.43382597,13.68033173,6.771809388,2.079834142,1.495918794,0.874807033,2.165164854
Ham,109,105,2,431,786.0407302,568.2853533,136.5517856,10.48772304,17.5749568,11.81498533,7.439371584,6.5210316,6.658799776,5.47440063,4.720730543,3.072133495,3.408506659,512.8480265,387.6286072,336.7791979,237.2177446,364.7738649,139.3144752,35.10505647,24.2725806,12.38006886,14.65662584,279.834632,86.55220694,229.1177477,240.8655292,67.91627883,284.6814891,165.5807803,292.6290974,271.7289694,142.1432389,76.73844558,24.33013377,28.46590898,16.06319051,34.19829487
HandOutlines,1000,370,2,2709,386651.6231,339876.44,23595.81517,21104.33276,16192.9577,27685.60195,17120.92731,6800.816934,17390.30505,6197.105289,5998.505719,652.1218135,6063.183537,862253.2351,642191.1497,688479.2411,469481.2884,,215949.9531,93906.57628,34550.02219,5817.357352,19087.635,409160.2664,177618.0008,127779.5457,122513.0238,156327.6843,642825.9023,398378.5014,375573.1248,338679.5421,272651.5667,39742.43988,12681.25426,10666.29668,6063.950107,10453.68282
Haptics,155,308,5,1092,9094.708362,2742.967896,456.3177781,110.5307394,174.2132796,162.9180409,73.50703454,61.37004294,74.51204371,59.06473162,44.49136248,18.83869158,58.94178775,6758.306585,4932.391553,5331.701909,3395.82924,,791.7676886,428.9148067,229.3411832,89.48263554,170.3979978,1578.167821,1164.62981,2003.653725,1905.852634,1059.173786,3269.408912,2033.265933,3516.269449,3262.397543,1849.814352,707.2885372,227.9218289,239.724951,138.2279743,218.1253597
Herring,64,64,2,512,266.8062364,186.3982677,12.48792224,5.14512887,4.932605526,5.933762791,3.537284587,1.524051651,2.796535458,1.268719821,1.248009823,0.33524367,0.927061271,253.1700623,181.4013103,180.1367308,113.8002529,169.3340927,68.77014298,17.36776168,8.463425522,2.950732862,3.942139823,215.5202256,59.73836587,57.32519161,55.84026066,41.44614925,168.9329303,97.78441223,99.73233986,82.54121906,72.72650169,13.7053396,4.373378059,3.788251884,2.15033587,3.482912555
HouseTwenty,40,119,2,2000,1955.172573,1426.091798,447.4521052,60.3883537,129.5040836,56.64631399,35.73755646,57.95410793,25.25756372,52.2685646,38.65532688,26.91090979,24.03574008,1125.256302,834.6700313,962.1477371,609.6665056,855.0039737,529.3647328,138.4309659,154.5974413,97.53889253,106.533754,1459.054585,446.8224924,800.5591558,774.0915583,347.3301729,887.0149951,544.5886972,1013.789527,977.3477684,497.9003243,216.6253415,70.08207365,110.3726964,62.67981395,58.31841091
InlineSkate,100,550,7,1882,8156.636049,2439.86435,827.4018347,137.5946917,175.6310977,184.5754518,100.3032707,114.5550624,89.11508427,102.4505724,77.7616319,33.96686998,64.69258573,5872.168482,4329.016814,4794.757105,3372.069347,,1781.25902,434.4119966,301.8545155,157.0225146,223.6812381,4745.719422,1284.508696,2373.004761,2261.724263,1150.350008,5473.241645,3334.680855,5753.503041,5069.897306,3238.653056,674.6347704,216.5858641,210.2034093,137.6497776,215.2144915
InsectEPGRegularTrain,62,249,3,601,381.8585725,209.7288985,72.6400475,9.955680576,15.57355081,9.668910783,7.018025599,10.05824366,4.851657819,9.764493148,7.07446039,4.042077404,4.044423787,320.3266717,241.0064945,217.4236856,158.5799988,238.4420976,82.82200456,26.48684141,29.60778546,18.99101457,17.86292144,193.7890616,55.77352677,129.1226769,148.174154,44.65003918,226.1126462,133.6928277,244.4719867,233.5823386,130.3246475,34.92091268,12.36733699,15.48019731,10.21695874,13.49119748
InsectEPGSmallTrain,17,249,3,601,30.35943854,20.0254668,8.062767732,1.572571931,2.147154548,1.300552565,1.018785945,1.347650499,0.593466189,1.442209848,1.137960045,0.624813929,0.534431106,24.7394467,18.66818383,18.03382748,12.88881655,18.4962807,10.46263116,3.262792561,3.422997431,2.292603125,2.193682712,27.07905239,7.83600201,10.68154887,12.5821843,5.537618946,22.10212845,13.07110158,20.96097377,20.09953609,13.43456606,4.033463052,1.356674261,1.85120564,1.270355882,1.363175313
InsectWingbeatSound,220,1980,11,256,805.2010929,386.6169399,45.92298195,14.51183236,22.66398295,17.73131563,10.50338498,10.04949243,9.377140214,9.12631542,7.357441227,2.873408362,8.840237129,390.7913999,285.0077872,404.4364219,275.4411916,298.7514582,141.5895624,46.45608875,28.9908932,9.214181188,27.66976845,295.635491,87.33331071,211.7153406,225.6298636,73.56022903,315.5506259,183.4644182,211.8548789,197.8958117,142.1110268,94.21417242,34.06034427,36.02407078,17.83920201,28.89965832
ItalyPowerDemand,67,1029,2,24,3.496404406,1.516804215,0.651646613,0.233684083,0.160271169,0.145425112,0.232440211,0.192870198,0.203111861,0.012512324,0.01738896,0.192564683,0.01072483,0.159157418,0.109624028,0.142233112,0.106417895,0.090419009,0.196143358,0.090432673,0.098886909,0.067599103,0.145981823,0.128964755,0.054740441,0.229801264,0.125963805,0.038710441,0.207186182,0.118829155,0.158570013,0.118728483,0.060419646,0.065457905,0.045433763,0.034585335,0.032938761,0.145356185
LargeKitchenAppliances,375,375,3,720,21490.08015,6167.352671,5202.24037,253.4176853,436.641244,377.913087,172.1306386,236.608601,160.4260485,228.6871451,170.0801015,107.6486025,152.1944335,16088.33804,11836.68146,11706.34133,8391.926941,12506.47869,2346.574554,819.5690743,690.3335838,454.4832267,757.930016,3748.63612,967.7162141,1966.538253,2149.829252,722.1236198,3634.291186,2176.67886,6449.011169,6135.951679,1017.549704,1590.91709,544.9915988,703.2072695,463.065545,603.4852752
Lightning2,60,61,2,637,490.5657307,235.4640562,144.6284501,9.661531711,21.30104279,11.33808977,6.450303196,11.23557265,5.791697159,10.71609335,8.040766872,7.439251802,5.345256091,335.1295752,262.4347517,256.1371528,178.2544707,262.4346243,79.31938387,26.22785933,25.87799843,20.14445293,22.01733234,191.689199,60.74698399,153.8082598,167.3355177,39.49794735,137.8181087,82.7024591,246.2760797,231.9253999,71.04585479,44.26372339,14.38014861,18.5822233,11.00101918,16.77298626
Lightning7,70,73,7,319,171.7011327,92.66196475,48.89164142,3.564305555,8.095591776,3.985787672,2.389676514,4.288373297,2.049335241,3.797872071,2.530160058,2.598465037,1.794112658,108.4412222,80.53801181,72.9828537,53.36610755,82.5960349,27.31356347,9.248620753,9.580622107,6.862499635,7.993078287,59.36832497,17.80302233,53.18243539,55.22796485,11.62371457,42.3630173,24.4428834,82.4322445,78.29353293,20.00395917,15.58181288,5.22433953,7.066965085,4.050700414,6.289955088
Mallat,55,2345,8,1024,885.4584508,612.573211,57.83106443,14.97254281,16.76762618,15.31278314,8.957943957,4.89101737,7.906466793,4.580963466,4.010029317,1.374988428,2.189662859,758.2005731,551.5067283,613.3930251,382.8312584,,230.9895085,48.43206628,23.72789642,9.785618121,9.714948385,462.2694816,125.0406946,178.6852433,169.3595548,98.86917204,450.6041241,275.5637547,272.8975398,245.2295102,220.1705644,64.46803618,18.40868525,16.38088911,8.809241301,18.56108127
Meat,60,60,3,448,210.4135182,176.6480315,16.81762581,3.011564596,3.09509305,3.076314382,1.986525363,0.915879685,1.84938422,0.78406509,0.704234414,0.179344486,0.202545619,139.9269135,100.242625,102.1955534,74.62138436,76.81317218,37.09769386,8.952070015,1.461457572,0.203351149,0.175790616,34.67048916,9.540270791,4.881664098,5.425652679,2.039428004,45.74660136,26.40989481,8.722781176,3.092044069,3.308698176,0.927211634,0.243515734,0.229945201,0.234344792,0.243798025
MedicalImages,381,760,10,99,300.5033884,64.76654581,14.21654849,3.733316488,8.029927506,7.401812716,2.699218103,4.243860816,4.442286999,4.048517586,2.775403149,1.474851537,2.794606837,70.84244349,53.10002217,49.02293933,57.19925287,68.75634907,54.13828212,18.77164048,17.51133648,4.739279432,7.95274938,63.28436741,18.41512767,43.86603292,44.29136888,14.80131531,83.63685887,48.83169884,32.91868465,29.00490473,18.5917422,30.26502256,11.14509322,12.25604577,6.149459432,11.74507101
MelbournePedestrian,1194,2439,10,24,341.5964518,241.3526374,66.62636945,4.917287777,5.706004017,6.800450625,3.498384626,2.976501394,3.828196896,2.985614024,3.005657252,1.895363469,3.23201957,28.02627215,21.38336165,43.15713892,34.39499473,18.37680568,44.27272923,17.70004082,20.07443593,9.308287095,10.57360822,19.88622716,6.309218391,26.07771351,21.08293074,6.426391128,50.12516854,29.79939548,50.98575865,41.30294137,12.7090068,23.03008038,9.304509805,9.050421585,6.943173704,16.67201998
MiddlePhalanxOutlineAgeGroup,400,154,3,80,428.5870292,222.1108491,27.53408549,2.798923128,3.19406895,4.847491533,1.900456305,1.045354699,3.014377698,0.882250125,1.017091713,0.703603579,0.787559002,59.07133865,44.6695839,27.94338469,28.6273178,41.26569478,36.46277125,10.51250232,5.442531852,1.88463662,1.780613789,22.33401354,6.171978793,10.92709046,9.007017381,3.960634521,55.72007544,31.54927802,12.0665778,9.350250796,7.127874783,4.090125855,1.569223815,1.066272122,0.941448281,1.837901694
MiddlePhalanxOutlineCorrect,600,291,2,80,931.3630355,371.254957,38.5728334,6.589419756,7.289552341,11.02370044,4.569083146,2.48991172,6.684264231,2.320907734,2.272037352,0.835811117,1.911333237,130.1543939,98.62268035,63.33435658,67.62590234,93.99512427,83.32526731,24.1749677,14.64891596,4.27823704,4.42457955,46.20454902,13.99425527,39.49598139,25.89680128,9.982187907,126.1677104,73.06376178,32.34501408,25.1928827,17.70251174,7.145549025,2.844432203,2.162116916,1.765753055,3.773661359
MiddlePhalanxTW,399,154,6,80,382.9230403,164.7161793,23.10179029,3.073315392,3.652486457,5.267847558,2.267547229,1.345389066,3.36718448,0.978531257,1.029886636,0.937754429,0.748152276,59.23258776,44.76788905,27.19629873,29.07522605,42.68065621,35.00499273,9.847911731,5.729611322,2.054310371,2.013992191,23.69953028,6.791777613,17.20293288,12.99973815,3.783609879,56.00930486,31.95954933,13.18631507,10.19474982,6.646531045,2.183552968,0.83309145,0.612870558,0.704447294,1.396309785
MixedShapesRegularTrain,500,2425,5,1024,86046.31596,29849.12084,3448.714897,944.690759,1156.340582,1243.895555,665.9143828,556.2727483,655.6736254,503.8009411,405.8053067,106.2232835,473.4264124,61725.5222,43397.3977,46239.57341,30650.36188,42082.50715,12460.67097,3233.353003,2285.631844,892.9739435,1683.232173,27796.04308,7423.577745,16413.66964,16119.30419,7482.35667,40022.72525,24479.72782,40279.38933,36657.7788,23518.43228,6493.744243,2071.316964,1884.998628,1075.607928,1867.857291
MixedShapesSmallTrain,100,2425,5,1024,3023.376313,1731.070788,268.9152352,50.53373969,75.98877049,59.75479828,34.31967563,33.15039901,28.25335011,30.5067117,23.98582899,8.877882164,22.1690891,2506.477429,1801.658069,1943.381515,1252.314929,1775.305879,526.5825614,172.6079397,138.704092,69.94036109,99.58036951,1572.941373,446.4356518,820.5789581,905.8057736,424.7885314,2047.519915,1242.980254,2092.989828,1875.561143,1246.252053,274.8974157,102.1730666,104.7284089,60.87092281,87.93827803
MoteStrain,20,1252,2,84,1.093329571,0.542613362,0.243388833,0.097696988,0.120601689,0.076390976,0.060174729,0.094233694,0.024334203,0.038123192,0.033971868,0.05228682,0.017488715,0.525219497,0.375167192,0.231318307,0.222198893,0.39582897,0.309088879,0.114648243,0.151318512,0.093418216,0.07456664,0.629336986,0.16501201,0.307806043,0.31511491,0.114637358,0.352647679,0.201560302,0.438593858,0.445685869,0.172734031,0.119685064,0.050308218,0.071168895,0.040497479,0.063085925
NonInvasiveFetalECGThorax1,1800,1965,42,750,287223.5216,95854.4,4360.635179,2667.482036,2842.202746,7411.991022,1973.652328,1192.137216,4453.516531,1067.023094,1038.207683,168.8789955,1325.065954,228042.5862,168672.1425,168392.5611,204040.4414,,69409.46459,16411.1229,7301.17164,561.3492785,702.0839258,110565.6667,30553.6242,76171.54429,73011.6507,27454.24344,137573.9531,82647.77578,44094.06435,41838.36721,53307.69105,7170.345166,2451.223756,1753.18988,634.1492189,2536.895582
NonInvasiveFetalECGThorax2,1800,1965,42,750,280100.047,97771.488,3148.594119,2438.858117,2380.756533,7176.45694,1800.605564,1115.530232,4398.713199,989.7014919,977.7947701,150.4926788,1189.307924,212272.841,157025.9881,154039.6307,202719.1223,,64854.22916,15522.04671,6923.180196,492.9169064,525.3938765,96775.17107,26522.35224,62768.80565,60854.74364,23412.62819,124743.2535,75165.55657,31109.66707,29871.60319,43709.03236,6724.985406,2217.993765,1472.869349,521.8120594,2516.57275
OSULeaf,200,242,6,427,2057.760188,1273.310177,141.6095089,38.30757215,50.00908271,43.2539629,27.45796256,21.45377963,21.63856958,19.44468423,15.99272229,6.50424272,20.20367163,1651.524938,1230.597353,1177.209019,744.1885711,1260.689433,478.3617031,141.4170676,123.0857394,58.37676529,100.7427955,904.5609535,262.5439899,700.2717746,734.8150228,239.0919593,1327.943735,777.8992997,1502.897682,1321.034771,780.8770378,273.6498023,101.5661022,112.8214197,60.24240435,74.82123382
OliveOil,30,30,4,570,89.94758365,85.77985757,9.332966368,1.459109745,1.831382868,1.341989356,0.988789751,0.458672387,0.780442101,0.270792719,0.211489247,0.07787566,0.048176424,70.36603813,50.5959192,49.27719162,31.36253022,36.84940226,16.62244783,3.729444645,0.819764173,0.100188234,0.137534963,20.73256527,5.563580362,1.253983934,0.97258813,0.471353107,21.47824797,12.90073529,5.388467649,0.873125078,0.86754161,0.570614615,0.150881266,0.148029368,0.149139091,0.150797907
PLAID,537,537,11,1344,105108.0753,39834.14233,11491.46294,1823.06638,1859.105949,2656.949914,1328.961425,824.8387763,1546.693362,722.9440573,808.2972427,397.1532992,1301.665973,105512.0913,79477.72786,72352.19987,65242.47718,94888.89507,21523.84191,6132.471688,3070.491958,1033.723557,4254.801516,21760.73906,7115.069616,29074.34214,22915.91903,4799.789064,25021.14617,15127.09577,32801.80554,31982.87394,5685.131396,12237.58075,3866.609009,2937.36585,1884.398509,2870.630476
PhalangesOutlinesCorrect,1800,858,2,80,9082.60702,2795.149816,309.858614,51.57059112,54.16630774,101.3248561,37.18068277,21.68140088,61.65315648,20.44724261,20.1863143,7.165439764,19.79528391,933.1168806,691.1577632,499.3594279,575.9497759,730.1488059,711.4383213,215.9185899,141.2973698,44.07599268,51.70144176,385.7293327,112.2790858,397.0509526,266.8872318,89.77685753,1105.39191,632.5161625,374.5545807,321.3625815,181.1314528,101.5935812,39.44194476,34.1173265,21.42231128,56.25717033
Phoneme,214,1896,39,1024,19580.91917,14180.79802,4401.897368,331.5871604,905.9321877,354.4581542,228.9903887,453.9856857,185.1618943,422.5754031,261.8439388,175.7201665,188.344541,11597.18004,9576.6543,10186.62242,6350.628958,,1692.175532,1008.095119,1017.550884,685.4102025,812.8774779,2593.779032,2376.648706,8411.559535,7769.743333,1851.490796,5323.266111,3299.725227,9531.170834,9180.42605,3205.602386,1571.730717,741.0815588,1012.634236,624.857686,646.1400574
PickupGestureWiimoteZ,50,50,10,361,81.35313561,43.42411357,18.10151475,2.109377931,2.722317069,2.438411555,1.319684927,1.519944695,1.017010674,1.091032411,1.007560845,0.659471496,0.67091155,70.16200499,47.83591549,39.30690527,31.74010427,48.47956915,22.14981783,6.416142438,6.290266974,3.23382834,3.877617674,41.98224905,11.52592487,17.30207755,18.87737708,8.250870555,42.2281742,23.92993375,23.31502624,22.02046415,18.40661193,9.302229878,2.881644443,2.862386615,1.621374714,2.446602274
PigAirwayPressure,104,208,52,2000,8625.3531,3065.612832,789.679166,116.0695939,125.4969372,208.7321867,79.09710923,67.97638818,112.2138501,55.15374616,54.7577868,28.16788208,72.14741203,6959.537581,5095.497651,5444.317633,3878.479935,,879.8760405,510.2000648,300.9562616,114.2447733,250.8237753,1854.506895,1497.610828,2154.035826,1904.004944,1209.352867,4846.10602,3030.875929,4007.889599,3705.800253,2607.131163,977.1024058,322.8186382,304.336934,175.0094967,262.8391069
PigArtPressure,104,208,52,2000,12008.15997,9302.339094,778.4901474,214.1811877,237.1074415,233.1466837,147.4522831,60.85811953,113.5737615,54.23662808,52.60528598,16.53134293,111.8634104,7279.009172,5469.302951,6007.091248,3897.460885,,3174.685263,770.477328,415.9267858,214.2088667,585.7115953,7683.055427,2177.508615,3878.078273,3714.479205,1908.791054,8870.005649,5423.090281,9388.213618,8392.413438,5491.257455,1443.804194,511.1947004,556.7933232,315.2393116,355.0483907
PigCVP,104,208,52,2000,11967.49222,10036.37281,1871.858793,257.4151814,391.4355039,278.4993573,176.0802302,177.9914078,137.8737328,160.5485317,124.6503021,70.24887037,135.989546,7464.045269,5710.127597,6724.087865,4068.596287,,1450.779435,820.9829284,726.7809134,429.1919674,627.6863434,3802.233374,3276.822309,6971.711785,6681.878258,2769.025564,10983.32403,6881.023292,12662.59904,10500.49374,7305.549139,1549.061534,566.0392011,718.0568131,408.7476755,425.151573
Plane,105,105,7,144,59.69273706,35.68074396,8.710092325,1.058095673,1.060898407,1.547023393,0.812954848,0.422795709,0.90148766,0.233087192,0.244052895,0.2480239,0.284721357,16.18004772,12.67336128,16.54222227,14.7955804,12.26679181,10.9874535,3.543564392,2.105428843,0.729199682,1.098566466,15.24095538,4.519731987,6.109001423,5.469951192,2.235242408,15.65123031,8.927505636,8.133661525,7.244485621,3.845592672,2.722036563,1.067721375,0.87104816,0.538145313,1.169437274
PowerCons,180,180,2,144,222.0260379,137.2801855,40.89341618,4.591880717,11.59241422,4.61396205,3.24108607,6.343612728,2.505517729,5.907519071,4.387131594,2.647030703,2.399320401,93.82423956,71.24353522,59.41293056,45.44870506,72.77876445,44.1095756,15.08000976,20.02780756,10.68660935,11.43160589,63.78599232,20.92291792,80.20512623,85.74564157,15.38076385,64.33484132,36.59910363,114.2778191,109.0138773,34.90232522,24.74642328,9.700509494,15.11018396,7.861609809,9.129513905
ProximalPhalanxOutlineAgeGroup,400,205,3,80,425.4042554,230.2569893,26.53710546,2.830130455,3.072318792,4.965749687,1.901784522,0.950038753,3.058786007,0.811279319,0.900986326,0.769549577,0.689389712,60.30178692,45.55601974,26.7189269,27.49058881,42.21680988,37.90792295,10.02898704,4.920418007,1.491424304,1.544806972,19.73022931,5.973880119,7.693605335,6.804026223,3.607488558,53.4199202,30.37981603,8.362424091,5.400282929,4.599006959,4.00920901,1.273007301,0.907025962,0.972636015,1.550703589
ProximalPhalanxOutlineCorrect,600,291,2,80,977.201268,388.2448771,34.96328551,6.278100828,6.57234333,10.80317409,4.338557841,2.267980809,6.669819506,1.924663618,1.874219619,0.793092813,1.620461821,130.860443,96.52454848,61.91000311,62.83962431,88.56978899,78.98351769,22.77227546,11.02747789,3.094406384,3.04669842,42.00585933,11.95442338,17.41273735,14.13129612,7.422796249,119.1006798,67.54173025,18.12838793,12.17307472,9.447529601,4.261695058,1.697002342,1.007999791,1.095279894,2.465648371
ProximalPhalanxTW,400,205,6,80,403.3370687,158.1503081,12.92409262,2.678497429,2.926719929,4.871446291,1.852273612,0.899851091,2.998460557,0.777387574,0.836338518,0.29321346,0.630474665,57.58187011,42.62615689,25.50206622,27.71909141,40.93311032,35.34583654,9.409924395,4.548231605,1.448601405,1.61239266,20.56868741,5.803384195,10.57917932,7.788816703,2.962748698,53.90116947,30.52279651,7.844176978,5.248202027,3.845670979,0.81191348,0.336894334,0.296421685,0.396045799,0.919006194
RefrigerationDevices,375,375,3,720,22545.25793,13116.85336,2817.149199,346.408565,542.7152047,384.5713192,239.8475158,194.0347212,183.9585782,183.6188124,163.5830542,55.92729169,180.7049805,16884.31026,13067.20241,13085.70309,8293.561817,13955.12956,4470.988691,1426.044395,1095.186406,550.8256967,1023.283145,3722.806807,1038.138845,3217.7087,3020.248001,885.6541411,4387.543895,2638.827895,8429.598519,8081.591796,1919.294526,2272.452256,831.0286633,906.7340931,459.535971,568.5215482
Rock,20,50,4,2844,780.8242475,526.775082,173.5415244,30.31790093,46.63938468,27.51112463,18.38479841,25.66334692,12.11683875,18.61312074,15.03067182,10.31903109,7.8007904,416.2714964,309.4567316,300.8925485,234.9550402,283.4515572,248.5848656,67.1937366,83.76685717,53.54174066,39.28601855,944.6599856,248.5785529,344.6546239,321.3042837,215.6852861,765.5716434,466.4775449,737.4145666,639.5078047,486.6789545,90.06405482,28.91052821,35.10413094,21.68296213,29.65712104
ScreenType,375,375,3,720,18340.60791,5346.90944,2822.285365,309.101206,492.1126002,372.56348,234.7496729,300.2467183,166.43022,288.8381327,237.8654877,96.30211267,154.0043315,15510.66996,11485.12788,10631.26791,8081.987185,12417.80727,3181.85844,1032.509089,988.8418802,587.9896993,835.316658,3136.785255,804.1060465,2757.268188,2811.441419,746.533997,4538.224364,2721.64145,8086.482261,7833.909792,1995.943875,1527.793014,486.4495159,624.3554446,378.2073708,428.6339969
