dataset_name,classifier_name,train_time_0,train_time_1,train_time_2,train_time_3,train_time_4,train_time,train_time_std
MiddlePhalanxTW,FastWWSearch_NoLb,4.596975089,5.62595786,5.146796794,5.529204491,5.440303554,5.267847557600001,0.3717565500456419
MiddlePhalanxOutlineAgeGroup,FastWWSearch_NoLb,4.521481057,5.054362848,4.657947174,4.999690428,5.003976156,4.8474915326,0.215711648426769
SyntheticControl,FastWWSearch_NoLb,2.230456554,2.866116694,2.861491198,2.736659535,2.667303264,2.672405449,0.2335598050031433
ProximalPhalanxOutlineAgeGroup,FastWWSearch_NoLb,4.525155176,5.151390847,4.863378067,5.127536775,5.161287572,4.9657496874,0.2463640551317062
ProximalPhalanxTW,FastWWSearch_NoLb,4.572757471,5.105775697,4.673923414,5.023197724,4.981577148,4.8714462908,0.2089487361669223
SonyAIBORobotSurface1,FastWWSearch_NoLb,0.024110918,0.095030984,0.094038875,0.069349516,0.090025006,0.0745110598,0.0268696900250636
InlineSkate,FastWWSearch_NoLb,165.036302205,195.097225387,178.841297295,193.330791079,190.571642822,184.5754517576,11.295812382133525
EOGHorizontalSignal,FastWWSearch_NoLb,851.665140446,961.546131369,884.62597649,943.158669887,970.070274681,922.2132385746002,46.18640465311516
EOGVerticalSignal,FastWWSearch_NoLb,855.397598884,963.474684953,886.479888759,949.287026201,987.440423114,928.4159243822,49.475080549268526
LargeKitchenAppliances,FastWWSearch_NoLb,337.265144001,392.425614518,369.501276557,392.955203981,397.418195695,377.9130869504,22.540371906485824
RefrigerationDevices,FastWWSearch_NoLb,366.857433576,396.153912741,368.856850971,392.618323002,398.370075474,384.5713191528,13.784358335846294
ScreenType,FastWWSearch_NoLb,333.183677049,387.939387966,361.170978213,386.877407385,393.645949311,372.5634799848,22.65539914738913
SmallKitchenAppliances,FastWWSearch_NoLb,350.564765898,405.181309925,380.669941782,404.385252695,409.270796892,390.0144134384,22.14027061842472
CricketX,FastWWSearch_NoLb,74.337821098,83.634226843,78.070581552,81.214388404,83.009754612,80.05335450179999,3.4499176430179195
CricketY,FastWWSearch_NoLb,73.887206052,83.384689221,77.394548549,81.503349526,82.923127812,79.818584232,3.640080379200279
CricketZ,FastWWSearch_NoLb,73.3644065,79.191775934,73.136946231,77.052786831,77.760993186,76.1013817364,2.428535749153264
Adiac,FastWWSearch_NoLb,20.447004266,22.559680897,20.924844844,21.919398681,22.542970049,21.6787797474,0.8563174480408386
DistalPhalanxOutlineCorrect,FastWWSearch_NoLb,11.068442925,12.458859822,11.786528786,12.385112116,12.376791487,12.0151470272,0.5316120547609402
ECGFiveDays,FastWWSearch_NoLb,0.084004055,0.297929083,0.211204268,0.148469697,0.281069414,0.2045353034,0.0803684979379416
MiddlePhalanxOutlineCorrect,FastWWSearch_NoLb,10.334945235,11.427094271,10.579151289,11.410440755,11.366870627,11.0237004354,0.4694822917747131
ProximalPhalanxOutlineCorrect,FastWWSearch_NoLb,10.122668111,11.246808159,10.357303717,10.991112897,11.29797756,10.8031740888,0.4772528539992252
SemgHandGenderCh2,FastWWSearch_NoLb,1321.178367264,1502.0461611,1414.74279941,1452.259729774,1493.797265924,1436.8048646944,65.72615163215194
SemgHandMovementCh2,FastWWSearch_NoLb,2964.753881398,3265.292432193,3060.917658274,3143.910440941,3224.787368014,3131.932356164,109.12576905620722
SemgHandSubjectCh2,FastWWSearch_NoLb,2965.656247198,3301.961671032,3105.834163029,3179.128656827,3260.16388212,3162.5489240412,119.35055250366206
FiftyWords,FastWWSearch_NoLb,73.670579571,82.736223929,78.071026993,81.921889279,84.114811377,80.10290622980001,3.790562064569707
WordSynonyms,FastWWSearch_NoLb,27.769206398,30.865835785,29.073158444,30.409334018,31.182606955,29.86002832,1.2691178167164372
CBF,FastWWSearch_NoLb,0.131339316,0.145989006,0.132893454,0.243625461,0.14908303,0.1605860533999999,0.0421027036299835
SonyAIBORobotSurface2,FastWWSearch_NoLb,0.023122496,0.101386121,0.171407545,0.061528769,0.073300244,0.086149035,0.0494869192081755
Strawberry,FastWWSearch_NoLb,82.008374451,90.621917069,82.74585259,88.530834517,91.179201671,87.0172360596,3.8971803801909934
AllGestureWiimoteX,FastWWSearch_NoLb,102.039421331,114.799539167,108.087834882,115.395717317,116.231665402,111.3108356198,5.466602845207913
AllGestureWiimoteY,FastWWSearch_NoLb,96.675566662,109.117672928,101.648768337,108.297513153,110.732724209,105.2944490578,5.306343242051909
AllGestureWiimoteZ,FastWWSearch_NoLb,93.683093748,105.751664337,99.000917325,104.837675702,106.330324471,101.9207351166,4.878793100731365
EthanolLevel,FastWWSearch_NoLb,3029.857657709,3318.460325707,3075.926619232,3258.499347064,3371.344385411,3210.8176670246003,134.5893247190055
Symbols,FastWWSearch_NoLb,0.675969219,0.72743882,0.794345021,0.683574013,0.688283982,0.7139222110000001,0.0439756491640787
PLAID,FastWWSearch_NoLb,2491.731266983,2741.142097508,2587.37067805,2703.16457147,2761.340957577,2656.9499143176004,102.23510131605794
ItalyPowerDemand,FastWWSearch_NoLb,0.027043508,0.256624071,0.225756998,0.105059746,0.112641239,0.1454251124,0.0843051239935124
SwedishLeaf,FastWWSearch_NoLb,21.937559569,24.782307749,23.424682299,25.033895375,24.928564436,24.0214018856,1.193778686136341
MedicalImages,FastWWSearch_NoLb,7.054957172,7.790390932,7.034456215,7.5342369,7.595022361,7.401812715999999,0.3036836276816166
TwoLeadECG,FastWWSearch_NoLb,0.024146895,0.06914669,0.056906986,0.072555784,0.119598707,0.0684710124,0.0307556080877067
ShapesAll,FastWWSearch_NoLb,415.321154141,486.552249595,459.142183514,482.030141906,497.747285615,468.1586029542,29.25518001260149
MoteStrain,FastWWSearch_NoLb,0.030752173,0.06334522,0.103671967,0.088561843,0.095623678,0.0763909762,0.0265155478486827
HandOutlines,FastWWSearch_NoLb,26836.697599796,28237.574681233,26049.169936306,27478.342230083,29826.225284679,27685.601946419403,1290.6159056617123
CinCECGTorso,FastWWSearch_NoLb,28.318894398,33.118524643,31.317991437,32.237967254,34.669376614,31.9325508692,2.1178396778414275
Phoneme,FastWWSearch_NoLb,316.920441903,365.979007468,354.491926623,362.645286126,372.254108999,354.4581542238,19.624149313911506
InsectWingbeatSound,FastWWSearch_NoLb,16.506742269,18.28755528,17.554981731,17.857187033,18.450111839,17.7313156304,0.688852336688417
FaceAll,FastWWSearch_NoLb,32.891820405,37.094584385,34.530718391,35.988533249,36.753304298,35.451792145599995,1.5545175078358138
FacesUCR,FastWWSearch_NoLb,4.42981689,4.979951628,4.687231188,4.779145363,4.899839764,4.7551969666,0.191050393174044
Mallat,FastWWSearch_NoLb,14.133526722,15.784125177,14.802912669,15.821123031,16.022228083,15.3127831364,0.7258785689583944
MixedShapesSmallTrain,FastWWSearch_NoLb,53.25524537,61.113859623,58.589249791,61.00525726,64.810379354,59.7547982796,3.809784421737964
PhalangesOutlinesCorrect,FastWWSearch_NoLb,93.05870707,106.506589381,97.404920952,104.197265493,105.456797603,101.3248560998,5.212852337278073
FreezerSmallTrain,FastWWSearch_NoLb,0.438597182,0.557457511,0.506995417,0.51504652,0.50928316,0.5054759579999999,0.0381660889567357
MixedShapesRegularTrain,FastWWSearch_NoLb,1146.669831984,1293.333269879,1192.199293703,1268.96355295,1318.311824781,1243.8955546594,64.39816461649933
FreezerRegularTrain,FastWWSearch_NoLb,8.8119312,9.894753149,9.012483541,9.52600886,9.725975217,9.3942303934,0.4153904743900267
Yoga,FastWWSearch_NoLb,67.910459628,77.841725234,73.342591992,76.587150171,78.931005599,74.9225865248,3.975572229270016
MelbournePedestrian,FastWWSearch_NoLb,5.846698483,7.237766293,6.867235233,6.969894196,7.08065892,6.800450624999999,0.4924583511432469
NonInvasiveFetalECGThorax1,FastWWSearch_NoLb,7519.142723262,7547.023677058,6971.009402093,7389.866278315,7632.913031132,7411.991022372,233.870106047439
NonInvasiveFetalECGThorax2,FastWWSearch_NoLb,7176.732365769,7343.737087891,6765.28561368,7175.704781966,7420.824850957,7176.4569400526,226.61016083694628
ChlorineConcentration,FastWWSearch_NoLb,32.848268781,37.736448723,34.283339273,35.857350405,36.887147004,35.5225108372,1.7642554864165412
FordB,FastWWSearch_NoLb,20381.979181176,20705.856881273,19273.13780512,19960.293414076,21215.391381902,20307.331732709405,660.1453683174168
UWaveGestureLibraryAll,FastWWSearch_NoLb,2940.788353728,3275.668345286,3010.512117291,3197.691310301,3300.805417092,3145.0931087396,144.16328406269955
UWaveGestureLibraryX,FastWWSearch_NoLb,334.323392366,381.32682959,356.424478246,377.373771482,390.839854038,368.0576651444,20.274224475733327
UWaveGestureLibraryY,FastWWSearch_NoLb,324.853093024,344.622405224,316.35453382,336.562438359,347.482167665,333.9749276184,11.799963295275422
UWaveGestureLibraryZ,FastWWSearch_NoLb,330.364406188,374.329820428,350.592361677,370.96761819,383.293550057,361.909551308,19.06180487223138
FordA,FastWWSearch_NoLb,18947.53949982,19382.837580559,17978.947224923,18603.778010724,19790.377065345,18940.6958762742,625.4547723720129
ECG5000,FastWWSearch_NoLb,23.419578323,27.189949633,24.731252714,26.494667911,26.941805745,25.755450865200004,1.4503067842888733
TwoPatterns,FastWWSearch_NoLb,100.792049602,117.261639025,111.612681689,115.789475857,118.588317753,112.8088327852,6.449000209965509
Wafer,FastWWSearch_NoLb,95.669697877,106.965448075,99.698757518,107.088221013,107.890414089,103.4625077144,4.897273601884377
StarLightCurves,FastWWSearch_NoLb,3829.853833194,4425.73981124,4055.291277651,4315.458105301,4476.668913202,4220.6023881176,243.5821139308292
ElectricDevices,FastWWSearch_NoLb,3177.34115569,3529.511750662,3226.811281848,3436.997138918,3502.238215249,3374.5799084734,144.8689906663595
Crop,FastWWSearch_NoLb,643.09165886,727.594440084,663.376391401,707.529165849,725.440661804,693.4064635996001,34.14042507573413
BeetleFly,FastWWSearch_EA,1.226738016,2.14384226,1.62510773,1.988824369,1.654237248,1.7277499246,0.3188244543285881
BirdChicken,FastWWSearch_EA,0.841227083,1.493182329,1.850584721,1.650379002,1.503936151,1.4678618572000002,0.3389403840864188
Coffee,FastWWSearch_EA,0.508948137,1.177873523,1.08575123,1.055889599,0.841151563,0.9339228104,0.2394367115015019
Beef,FastWWSearch_EA,1.535623767,1.573613247,1.276528195,1.370553314,1.554077832,1.462079271,0.117574281651947
OliveOil,FastWWSearch_EA,1.466213309,1.986490641,1.753623938,1.875721228,2.074865222,1.8313828676,0.2119920876527659
Rock,FastWWSearch_EA,33.203514098,61.495231399,48.593365258,41.548373637,48.356438999,46.6393846782,9.31561601943985
PickupGestureWiimoteZ,FastWWSearch_EA,2.145076159,3.041231551,2.803500378,2.991750597,2.630026662,2.7223170694,0.3233005381690226
ShakeGestureWiimoteZ,FastWWSearch_EA,2.803785993,3.741821147,3.788455054,3.754863077,3.613928501,3.5405707544,0.3731226848243414
Wine,FastWWSearch_EA,0.301176739,0.758789093,0.767307561,0.776030067,0.568332403,0.6343271726,0.1836294010404834
FaceFour,FastWWSearch_EA,0.951947583,1.232333904,1.099180093,0.948769692,1.022833368,1.051012928,0.1060745790576084
Car,FastWWSearch_EA,6.320630761,7.62705236,7.315084631,7.044026517,7.41629052,7.144616957799999,0.4526988753239402
Meat,FastWWSearch_EA,2.744769444,3.314252207,3.125091732,2.940745599,3.350606269,3.0950930502,0.2283713759005144
Lightning2,FastWWSearch_EA,20.380034127,21.901935443,21.325207571,22.968645132,19.929391661,21.3010427868,1.0837192685490151
Herring,FastWWSearch_EA,4.20908054,5.213930167,5.265534161,4.85200249,5.122480271,4.9326055258,0.3888502804947615
Lightning7,FastWWSearch_EA,7.39455293,8.205724878,8.261878331,7.70753822,8.908264522,8.0955917762,0.5181232549396615
DodgerLoopDay,FastWWSearch_EA,6.034744752,7.217727916,7.008945835,7.040551327,7.273344171,6.915062800199999,0.4515513201293745
DodgerLoopGame,FastWWSearch_EA,0.48029482,0.557237239,0.555413595,0.640956797,0.665646149,0.5799097200000001,0.0665052038635127
DodgerLoopWeekend,FastWWSearch_EA,0.462945937,0.961111119,0.911327829,0.895433806,0.708136356,0.7877910093999999,0.1837157384218038
HouseTwenty,FastWWSearch_EA,115.936866062,141.208716227,135.050787936,131.499300792,123.82474676,129.5040835554,8.809875189046464
ToeSegmentation2,FastWWSearch_EA,2.470830422,3.024584905,3.027376628,3.207404675,3.299595077,3.0059583413999995,0.2877397225996105
BME,FastWWSearch_EA,0.146647406,0.403103927,0.62235915,0.406846735,0.398091596,0.3954097628,0.1507222155067386
UMD,FastWWSearch_EA,0.299146066,0.783440658,0.641297418,0.790407314,0.809421243,0.6647425398,0.1923659332053379
ECG200,FastWWSearch_EA,0.843794631,1.59779375,1.312636677,1.502433666,1.585054859,1.3683427165999995,0.2813702788346561
GunPoint,FastWWSearch_EA,0.43342946,1.199150408,0.853494334,0.913632043,0.810207567,0.8419827624,0.2452591799298451
ShapeletSim,FastWWSearch_EA,1.399892914,1.540309625,1.624300197,1.555163556,1.615850294,1.5471033172,0.0805822928235766
Trace,FastWWSearch_EA,1.373677617,1.662103861,1.662444736,1.58301071,1.663508748,1.5889491344,0.1119727150217417
ACSF1,FastWWSearch_EA,66.588354967,71.285357744,80.618628364,69.310737547,77.304963497,73.02160842380002,5.181384405382834
Fungi,FastWWSearch_EA,0.205866823,0.717385718,0.535620726,0.671046545,0.431276472,0.5122392567999999,0.1834505705335243
Plane,FastWWSearch_EA,0.733646056,1.217736542,1.230740589,0.955190587,1.167178261,1.060898407,0.1913155608868449
ArrowHead,FastWWSearch_EA,0.526695987,0.633700579,0.646590352,0.604230704,0.566744981,0.5955925206,0.0440602633175113
Ham,FastWWSearch_EA,15.235076485,18.408545286,18.822331535,17.311941388,18.096889314,17.5749568016,1.2702317928750229
Worms,FastWWSearch_EA,261.824610479,306.9055091,303.379676622,295.855257439,301.111640018,293.81533873160004,16.39288317826917
WormsTwoClass,FastWWSearch_EA,261.145195978,304.242830483,302.672201948,295.74074348,301.007445531,292.961683484,16.16356882034718
InsectEPGSmallTrain,FastWWSearch_EA,1.995132528,2.155584037,2.138154595,2.05068518,2.3962164,2.147154548,0.1375506416471207
ToeSegmentation1,FastWWSearch_EA,1.912490172,2.187402206,2.215177802,2.104424481,2.145606776,2.1130202874,0.1070671956419404
SmoothSubspace,FastWWSearch_EA,0.174607028,0.60313981,0.478441166,0.682011136,0.383145662,0.4642689604,0.1774162585222748
GesturePebbleZ1,FastWWSearch_EA,23.068546829,26.129473723,30.587858289,27.569147204,28.77879139,27.226763487,2.542352693488321
GesturePebbleZ2,FastWWSearch_EA,30.773246456,29.876934952,28.861542039,32.803326409,34.259188687,31.3148477086,1.9628727090431688
InsectEPGRegularTrain,FastWWSearch_EA,14.123847655,17.011729722,15.674572544,14.14307491,16.914529198,15.5735508058,1.266861282764827
PigAirwayPressure,FastWWSearch_EA,105.95119703,126.644992946,139.649905344,124.069763546,131.168827333,125.4969372398,11.116363257771384
PigArtPressure,FastWWSearch_EA,207.761018153,248.783333679,253.177931583,233.927631922,241.887292124,237.1074414922,16.054643153211938
PigCVP,FastWWSearch_EA,332.715167276,393.584944812,441.508314375,404.369456449,384.999636437,391.4355038698,35.12461215978451
DiatomSizeReduction,FastWWSearch_EA,0.109932934,0.129319393,0.116710354,0.128780229,0.135897211,0.1241280241999999,0.0094194425995825
GestureMidAirD1,FastWWSearch_EA,17.331999183,20.416458,19.152002541,20.253188932,21.482379934,19.727205718,1.407141543576963
GestureMidAirD2,FastWWSearch_EA,13.814762702,15.329035222,15.95337971,14.969981529,16.958640269,15.4051598864,1.0429175082946764
GestureMidAirD3,FastWWSearch_EA,25.425809022,27.639635336,26.561233163,29.707462625,28.9179196,27.6504119492,1.5474700562565182
Fish,FastWWSearch_EA,26.369513836,30.86092399,29.789556947,30.189649961,30.368996759,29.515728298600003,1.6103065853485463
PowerCons,FastWWSearch_EA,10.613298077,11.786185795,11.929289109,11.40869647,12.224601627,11.5924142156,0.5555382371780339
Chinatown,FastWWSearch_EA,0.039850299,0.06155953,0.031984346,0.023847507,0.030813825,0.0376111014,0.0130064684822459
OSULeaf,FastWWSearch_EA,44.645766952,51.999120706,51.011286727,48.773225655,53.616013527,50.0090827134,3.106995739174525
GunPointAgeSpan,FastWWSearch_EA,1.615982612,1.877359496,1.89328038,1.76852001,1.726653142,1.776359128,0.1021023184897691
GunPointMaleVersusFemale,FastWWSearch_EA,1.815055677,1.975501277,1.900970881,2.077154834,1.864193318,1.9265751974,0.0917078748523234
GunPointOldVersusYoung,FastWWSearch_EA,1.478648549,2.271905381,1.95400999,1.883316713,1.934181954,1.9044125174,0.2530285055845354
Earthquakes,FastWWSearch_EA,399.690124398,470.909170888,465.65601567,455.062334731,465.067924479,451.2771140332,26.297917471678776
Haptics,FastWWSearch_EA,159.749902915,174.280395946,177.559882952,173.235790962,186.240425107,174.2132795764,8.555714310514215
Computers,FastWWSearch_EA,203.633803234,254.388224926,248.347094778,247.676240714,256.780030925,242.1650789154,19.576779871935997
DistalPhalanxOutlineAgeGroup,FastWWSearch_EA,3.205126604,3.851405485,3.977161944,3.768455666,3.960190057,3.7524679512,0.2839938931076005
DistalPhalanxTW,FastWWSearch_EA,3.319794597,3.899393492,4.174605186,3.907731684,3.999312945,3.8601675808,0.287762547106418
MiddlePhalanxTW,FastWWSearch_EA,2.94411015,3.775111405,3.829083497,3.60402115,4.110106081,3.6524864566,0.38981662124138
MiddlePhalanxOutlineAgeGroup,FastWWSearch_EA,2.856460478,3.263610709,3.280633917,3.277307368,3.29233228,3.1940689504,0.1690522678798079
SyntheticControl,FastWWSearch_EA,2.540371509,3.232547131,3.175187978,2.999542245,3.517235693,3.0929769112,0.3225947262688476
ProximalPhalanxOutlineAgeGroup,FastWWSearch_EA,2.652679878,3.090478577,3.20255144,3.173729066,3.242154999,3.072318792,0.2156457833672337
ProximalPhalanxTW,FastWWSearch_EA,2.606666892,2.890414125,3.118892133,2.876053331,3.141573164,2.926719929,0.1946336202356039
SonyAIBORobotSurface1,FastWWSearch_EA,0.024526055,0.16414223,0.097225449,0.222085205,0.062832807,0.1141623492,0.0708541840931996
InlineSkate,FastWWSearch_EA,155.430420292,192.427706573,168.995248872,193.894443647,167.407669291,175.631097735,15.069190469434265
EOGHorizontalSignal,FastWWSearch_EA,802.281932876,983.797044664,899.504548489,888.890255364,940.299798793,902.9547160372,60.45636324391621
EOGVerticalSignal,FastWWSearch_EA,784.494566245,908.605891412,905.605255881,923.737869351,942.144384171,892.917593412,55.74193866471915
LargeKitchenAppliances,FastWWSearch_EA,368.577043725,459.222413024,421.521387262,420.519874362,513.365501614,436.6412439974,47.99534328821469
RefrigerationDevices,FastWWSearch_EA,498.242380984,572.217835023,549.242610466,532.53307272,561.340124437,542.715204726,25.851142017914224
ScreenType,FastWWSearch_EA,423.096159121,513.910763588,492.800658329,486.484454759,544.27096521,492.1126002014,39.97767765118765
SmallKitchenAppliances,FastWWSearch_EA,375.648523291,430.195254636,430.533874847,424.488868294,451.529999565,422.4793041266001,25.161539257458035
CricketX,FastWWSearch_EA,97.281829208,113.079794406,111.144371237,105.881479789,108.243905971,107.12627612219998,5.5009311528812885
CricketY,FastWWSearch_EA,92.673456645,113.405641719,112.16420206,108.634179781,114.078685231,108.1912330872,7.982909495508546
CricketZ,FastWWSearch_EA,90.079419954,103.045285406,101.193158888,101.966214619,101.235969492,99.5040096718,4.759808573249299
Adiac,FastWWSearch_EA,11.238045574,12.36036022,12.170592738,11.775159246,12.133842995,11.9356001546,0.3968038631994188
DistalPhalanxOutlineCorrect,FastWWSearch_EA,7.286438841,8.100095211,8.557247383,8.110690389,8.370576899,8.085009744599999,0.4343177504232466
ECGFiveDays,FastWWSearch_EA,0.188552086,0.421779229,0.438134509,0.513561119,0.498023006,0.4120099898,0.1169805403529019
MiddlePhalanxOutlineCorrect,FastWWSearch_EA,6.6012544,7.388751319,7.650181761,7.20831207,7.599262155,7.289552340999999,0.3784622099789325
ProximalPhalanxOutlineCorrect,FastWWSearch_EA,5.931022339,6.738008226,6.768626406,6.570932965,6.853126712,6.5723433296,0.333498369988438
SemgHandGenderCh2,FastWWSearch_EA,1742.065133887,1815.34739986,1853.544272388,1823.113032359,1874.151249263,1821.6442175514,45.05383394248348
SemgHandMovementCh2,FastWWSearch_EA,3894.445344947,4099.514506397,4212.740025946,4130.663959285,4220.23955383,4111.520678081,118.06562916898416
SemgHandSubjectCh2,FastWWSearch_EA,4083.47980142,4140.090850502,4201.342553144,4158.325169677,4258.334996695,4168.3146742876,58.80107025215257
FiftyWords,FastWWSearch_EA,68.289957728,79.892085738,77.508743874,76.457840518,80.155014568,76.46072848520001,4.31930090686314
WordSynonyms,FastWWSearch_EA,29.877692678,32.99205821,33.22721371,33.20122015,33.583830045,32.5764029586,1.3626934327171127
CBF,FastWWSearch_EA,0.221599375,0.259078469,0.214828283,0.264988038,0.259913973,0.2440816276,0.0213253664020641
SonyAIBORobotSurface2,FastWWSearch_EA,0.052010389,0.184201924,0.114713692,0.260265527,0.102911254,0.1428205572,0.0722979577185301
Strawberry,FastWWSearch_EA,33.184817033,39.614540591,38.63802755,38.322329278,39.634448576,37.87883260560001,2.4042345186752696
AllGestureWiimoteX,FastWWSearch_EA,116.895946126,140.439408393,140.926457524,118.435245227,131.926947766,129.7248010072,10.364969443048423
AllGestureWiimoteY,FastWWSearch_EA,62.816557913,88.577597704,83.741584711,75.207686154,88.746508575,79.81798701139999,9.819850926460688
AllGestureWiimoteZ,FastWWSearch_EA,60.374063986,69.690128262,68.669956886,66.262504677,61.472252411,65.2937812444,3.7542656985905576
EthanolLevel,FastWWSearch_EA,3748.280560519,4237.571814266,4271.958665321,4208.562630799,4248.067960181,4142.8883262172,198.35083754693068
Symbols,FastWWSearch_EA,0.729121354,0.893552614,1.052782749,0.750967854,0.732587357,0.8318023856,0.1261480474405994
PLAID,FastWWSearch_EA,1639.717378484,1916.29979464,2016.556172273,1827.042876957,1895.913521638,1859.1059487984,125.36019436264438
ItalyPowerDemand,FastWWSearch_EA,0.019662257,0.208500159,0.193007857,0.304282698,0.075902874,0.160271169,0.1010207127648365
SwedishLeaf,FastWWSearch_EA,17.686171207,19.823094663,19.992943783,20.003649573,20.890805551,19.6793329554,1.064383394589212
MedicalImages,FastWWSearch_EA,7.36807276,8.361544478,8.262674339,7.785922439,8.371423512,8.0299275056,0.3945505301044036
TwoLeadECG,FastWWSearch_EA,0.027730655,0.196256313,0.050009976,0.225489916,0.090791328,0.1180556376,0.0789805380211879
ShapesAll,FastWWSearch_EA,334.107861925,397.672249293,384.313948666,376.795136485,390.244260827,376.6266914392,22.339771091357395
MoteStrain,FastWWSearch_EA,0.060465611,0.107550046,0.182118549,0.131935056,0.120939184,0.1206016892,0.0392417543871648
HandOutlines,FastWWSearch_EA,16011.791417856,16096.533485953,16221.249286201,16189.662607721,16445.551699427,16192.9576994316,146.1053393068742
CinCECGTorso,FastWWSearch_EA,39.197870195,46.790181966,46.098487899,43.077908886,48.571537988,44.7471973868,3.292625379655314
Phoneme,FastWWSearch_EA,743.234891671,943.553367957,967.716407012,958.53869168,916.617580288,905.9321877216,83.16811284480188
InsectWingbeatSound,FastWWSearch_EA,19.833020084,23.399098965,23.75407515,22.322609913,24.01111066,22.663982954400005,1.528027220053471
FaceAll,FastWWSearch_EA,31.245614371,35.345128222,35.372675425,34.333578338,35.543790651,34.3681574014,1.6184630159463878
FacesUCR,FastWWSearch_EA,5.379181782,5.67102431,5.833756547,5.594753186,5.82156101,5.660055367,0.1670513908705235
Mallat,FastWWSearch_EA,15.871633601,16.934509707,17.111110685,16.430084284,17.490792634,16.7676261822,0.5631231961353287
MixedShapesSmallTrain,FastWWSearch_EA,67.751815636,76.136799598,80.255497681,76.377600883,79.422138639,75.9887704874,4.427493754420356
PhalangesOutlinesCorrect,FastWWSearch_EA,49.379037634,55.453729024,55.551943639,54.371040314,56.075788081,54.16630773839999,2.4569666694693737
FreezerSmallTrain,FastWWSearch_EA,0.387346048,0.637777114,0.473749503,0.464642442,0.443820415,0.4814671044,0.0837275297832527
MixedShapesRegularTrain,FastWWSearch_EA,1005.487039649,1216.806599756,1161.845622709,1159.86513874,1237.698509878,1156.3405821464005,81.33236864267133
FreezerRegularTrain,FastWWSearch_EA,4.922087667,7.763950598,6.594332352,7.382698482,5.047983339,6.342210487600001,1.1712641359045757
Yoga,FastWWSearch_EA,31.94410166,38.503171397,37.868180875,35.734880201,37.294641529,36.26899513240001,2.349079456257206
MelbournePedestrian,FastWWSearch_EA,5.215461608,5.81898897,6.091944962,5.534793863,5.86883068,5.706004016600001,0.3027121757299657
NonInvasiveFetalECGThorax1,FastWWSearch_EA,2543.331993145,2910.540163029,2924.382946614,2846.885335531,2985.873289808,2842.2027456254,155.82712642801926
NonInvasiveFetalECGThorax2,FastWWSearch_EA,2110.312820192,2478.149877097,2436.999671937,2400.947178179,2477.373119262,2380.7565333334,138.22516619120134
ChlorineConcentration,FastWWSearch_EA,6.904678107,8.713527372,8.2518574,8.080709732,8.540605679,8.098275658000002,0.6360442667052332
FordB,FastWWSearch_EA,34496.052217273,33012.596238712,33759.036165667,32855.474356075,33998.682894434,33624.3683744322,613.7658597965636
UWaveGestureLibraryAll,FastWWSearch_EA,3834.423011863,3968.097783174,4056.535159368,3907.94983123,4135.377586026,3980.4766743322007,106.32425671205633
UWaveGestureLibraryX,FastWWSearch_EA,370.878586908,428.790293939,418.705669782,407.586223054,426.079898109,410.4081343584,21.08509126871632
UWaveGestureLibraryY,FastWWSearch_EA,307.649548637,342.724185766,324.105224674,322.870154829,345.535182648,328.57685931080005,13.987465107333726
UWaveGestureLibraryZ,FastWWSearch_EA,320.449997416,372.117656541,365.131874599,355.601407557,376.520866715,357.9643605656,20.044669886530432
FordA,FastWWSearch_EA,28773.624145662,27830.722963933,28266.746339172,27465.866196617,28482.961749814,28163.9842790396,465.2739829372916
ECG5000,FastWWSearch_EA,16.758406798,18.156648974,17.402932573,16.530568002,19.513991062,17.6725094818,1.0805305389205713
TwoPatterns,FastWWSearch_EA,111.509334567,121.186263897,123.781103297,117.216613914,124.948680806,119.7283992962,4.892099933217615
Wafer,FastWWSearch_EA,38.338861275,45.195719794,45.403564066,44.955353351,43.259887433,43.4306771838,2.6566164144901783
StarLightCurves,FastWWSearch_EA,1811.17901525,2073.5644131,1998.321614218,1942.606342999,2059.087725458,1976.951822205,95.0759725702968
ElectricDevices,FastWWSearch_EA,1970.50653838,2209.229483545,2246.878613537,2167.273962068,2232.236112938,2165.2249420936,101.00858772807403
Crop,FastWWSearch_EA,341.448396428,370.688482356,395.968640003,371.556107517,389.73713518,373.8797522968,19.00921841837802
BeetleFly,EAP_FastWWSearch,0.54381852,0.592137186,0.626682243,0.924865056,0.791299444,0.6957604897999999,0.1415715716388094
BirdChicken,EAP_FastWWSearch,0.483655799,0.821428209,0.691447168,0.84023236,0.842115571,0.7357758214,0.1379022679364618
Coffee,EAP_FastWWSearch,0.218057208,0.467769491,0.398453941,0.607068982,0.608885711,0.4600470665999999,0.1457263368782414
Beef,EAP_FastWWSearch,0.584890331,0.725988412,0.610398366,0.732629316,0.650692229,0.6609197308000001,0.059688654886729
OliveOil,EAP_FastWWSearch,0.784242313,1.007701434,1.175333384,1.051221726,0.925449896,0.9887897506,0.1303115665571684
Rock,EAP_FastWWSearch,15.757813673,20.059680904,19.254211773,17.592834359,19.259451358,18.3847984134,1.5397652165458873
PickupGestureWiimoteZ,EAP_FastWWSearch,1.16917892,1.35188246,1.371829769,1.375989162,1.329544323,1.3196849268000002,0.077039208705691
ShakeGestureWiimoteZ,EAP_FastWWSearch,1.42002166,1.872212349,1.715479252,1.70753179,1.708976319,1.684844274,0.1464741569494027
