dataset_name,classifier_name,train_time_0,train_time_1,train_time_2,train_time_3,train_time_4,train_time,train_time_std
SemgHandMovementCh2,EAP_LOOCV,51737.471454672,,,,,51737.471454672,0.0
SemgHandSubjectCh2,EAP_LOOCV,58081.936558945,,,,,58081.936558945,0.0
FiftyWords,EAP_LOOCV,232.315537112,,,,,232.315537112,0.0
WordSynonyms,EAP_LOOCV,138.883786142,,,,,138.883786142,0.0
CBF,EAP_LOOCV,1.928218877,,,,,1.928218877,0.0
SonyAIBORobotSurface2,EAP_LOOCV,0.867366101,,,,,0.867366101,0.0
Strawberry,EAP_LOOCV,125.394793761,,,,,125.394793761,0.0
AllGestureWiimoteX,EAP_LOOCV,217.560941761,,,,,217.560941761,0.0
AllGestureWiimoteY,EAP_LOOCV,237.842002597,,,,,237.842002597,0.0
AllGestureWiimoteZ,EAP_LOOCV,178.391035432,,,,,178.391035432,0.0
EthanolLevel,EAP_LOOCV,15215.664035201,,,,,15215.664035201,0.0
Symbols,EAP_LOOCV,3.795742106,,,,,3.795742106,0.0
PLAID,EAP_LOOCV,11491.462936603,,,,,11491.462936603,0.0
ItalyPowerDemand,EAP_LOOCV,0.651646613,,,,,0.651646613,0.0
SwedishLeaf,EAP_LOOCV,77.565800361,,,,,77.565800361,0.0
MedicalImages,EAP_LOOCV,14.216548487,,,,,14.216548487,0.0
TwoLeadECG,EAP_LOOCV,0.255683695,,,,,0.255683695,0.0
ShapesAll,EAP_LOOCV,1298.475542725,,,,,1298.475542725,0.0
MoteStrain,EAP_LOOCV,0.243388833,,,,,0.243388833,0.0
HandOutlines,EAP_LOOCV,23595.815171894,,,,,23595.815171894,0.0
CinCECGTorso,EAP_LOOCV,218.474121233,,,,,218.474121233,0.0
Phoneme,EAP_LOOCV,4401.897367799,,,,,4401.897367799,0.0
InsectWingbeatSound,EAP_LOOCV,45.922981946,,,,,45.922981946,0.0
FaceAll,EAP_LOOCV,258.658837375,,,,,258.658837375,0.0
FacesUCR,EAP_LOOCV,56.772582154,,,,,56.772582154,0.0
Mallat,EAP_LOOCV,57.831064428,,,,,57.831064428,0.0
MixedShapesSmallTrain,EAP_LOOCV,268.915235162,,,,,268.915235162,0.0
PhalangesOutlinesCorrect,EAP_LOOCV,309.858613989,,,,,309.858613989,0.0
FreezerSmallTrain,EAP_LOOCV,3.385257519,,,,,3.385257519,0.0
MixedShapesRegularTrain,EAP_LOOCV,3448.714896864,,,,,3448.714896864,0.0
FreezerRegularTrain,EAP_LOOCV,32.334955215,,,,,32.334955215,0.0
Yoga,EAP_LOOCV,105.77938587,,,,,105.77938587,0.0
MelbournePedestrian,EAP_LOOCV,66.626369453,,,,,66.626369453,0.0
NonInvasiveFetalECGThorax1,EAP_LOOCV,4360.635178686,,,,,4360.635178686,0.0
NonInvasiveFetalECGThorax2,EAP_LOOCV,3148.594118641,,,,,3148.594118641,0.0
ChlorineConcentration,EAP_LOOCV,43.083242701,,,,,43.083242701,0.0
FordB,EAP_LOOCV,177949.336346746,,,,,177949.336346746,0.0
UWaveGestureLibraryAll,EAP_LOOCV,7862.927505987,,,,,7862.927505987,0.0
UWaveGestureLibraryX,EAP_LOOCV,839.345498106,,,,,839.345498106,0.0
UWaveGestureLibraryY,EAP_LOOCV,675.955273259,,,,,675.955273259,0.0
UWaveGestureLibraryZ,EAP_LOOCV,661.85407451,,,,,661.85407451,0.0
FordA,EAP_LOOCV,141462.536536705,,,,,141462.536536705,0.0
ECG5000,EAP_LOOCV,204.056333379,,,,,204.056333379,0.0
TwoPatterns,EAP_LOOCV,1167.335537783,,,,,1167.335537783,0.0
Wafer,EAP_LOOCV,101.902903469,,,,,101.902903469,0.0
StarLightCurves,EAP_LOOCV,4270.041952797,,,,,4270.041952797,0.0
ElectricDevices,EAP_LOOCV,35100.581777716,,,,,35100.581777716,0.0
Crop,EAP_LOOCV,2705.264732724,,,,,2705.264732724,0.0
BeetleFly,FastWWSearch,0.885623456,1.410431513,1.306150507,1.636681804,1.500744908,1.3479264376,0.2553857106984255
BirdChicken,FastWWSearch,0.741388029,1.150169445,1.397575988,1.312738021,1.215011114,1.1633765194,0.227188509153308
Coffee,FastWWSearch,0.347094626,0.738824994,0.739367052,0.813165107,0.781260447,0.6839424451999999,0.1707159771658979
Beef,FastWWSearch,0.888791327,1.108806933,0.993478188,0.983671407,1.129934935,1.020936558,0.0885515269540033
OliveOil,FastWWSearch,1.128648218,1.492642473,1.572434846,1.640607622,1.461215567,1.4591097452,0.1767018715422996
Rock,FastWWSearch,25.070053003,33.218698062,31.647214384,28.399872559,33.253666617,30.317900925000004,3.162883466896956
PickupGestureWiimoteZ,FastWWSearch,1.628426244,2.484804639,2.220711305,2.073041276,2.139906189,2.1093779306,0.2781751913838439
ShakeGestureWiimoteZ,FastWWSearch,2.72712976,2.711090729,2.732327892,2.628268519,2.654810039,2.6907253878,0.0416210680615132
Wine,FastWWSearch,0.441666159,0.848779554,0.83513221,0.913587097,0.881833959,0.7841997957999999,0.1734170994224208
FaceFour,FastWWSearch,0.577879631,0.679635846,0.649897178,0.577525141,0.628740517,0.6227356626,0.0401683753726424
Car,FastWWSearch,5.330623625,5.723357422,5.926336563,5.742009798,5.838850776,5.7122356368,0.2042099519639406
Meat,FastWWSearch,2.766329286,3.046907455,3.104067622,2.985375181,3.155143437,3.0115645962,0.1350903799781407
Lightning2,FastWWSearch,9.4335297,9.874480302,10.079491374,9.54254138,9.377615797,9.661531710599998,0.2708465412066205
Herring,FastWWSearch,4.664465358,5.308384659,5.414821297,5.02200001,5.315973028,5.145128870399999,0.2737781262551722
Lightning7,FastWWSearch,3.494265383,3.49288737,3.573403868,3.390050157,3.870920996,3.5643055548,0.163992033058739
DodgerLoopDay,FastWWSearch,3.644973748,4.251863686,4.618322604,4.277617611,4.147361305,4.1880277908000005,0.3142662693115577
DodgerLoopGame,FastWWSearch,0.324826748,0.44566194,0.376271468,0.396590665,0.475276258,0.4037254158,0.0527405323843141
DodgerLoopWeekend,FastWWSearch,0.307509882,0.589282889,0.530253177,0.703198277,0.729593424,0.5719675298,0.1510266121626759
HouseTwenty,FastWWSearch,57.062903908,63.459714059,62.366207184,60.894608186,58.158335151,60.3883536976,2.434463041888274
ToeSegmentation2,FastWWSearch,1.395954142,1.57461685,1.616710776,1.638184433,1.686874728,1.5824681858,0.1000267096812543
BME,FastWWSearch,0.1527545844,0.31139534879999997,0.3597809292,0.418230522,0.7013602776,0.38870433239999996,0.179505466056273
UMD,FastWWSearch,0.216050588,0.431749228,0.504634808,0.510602239,0.757573583,0.4841220892,0.1734952078723478
ECG200,FastWWSearch,0.570797564,1.013639604,0.985717198,1.078462568,0.937657411,0.917254869,0.1791166981372333
GunPoint,FastWWSearch,0.331073526,0.58654636,0.677004514,0.794815014,0.727805735,0.6234490297999999,0.1612265825536238
ShapeletSim,FastWWSearch,1.052444675,1.212054876,1.185162231,1.177488856,1.243489541,1.1741280358,0.065098928536309
Trace,FastWWSearch,1.147240245,1.369941377,1.363397354,1.288414511,1.356962304,1.3051911582,0.084250519848352
ACSF1,FastWWSearch,66.351019238,69.290503282,70.450902643,66.907684551,70.171313388,68.6342846204,1.690421841459433
Fungi,FastWWSearch,0.144165025,0.346326659,0.346389452,0.39547331,0.390782364,0.324627362,0.0926355609521555
Plane,FastWWSearch,0.768571638,1.128840204,1.147567878,1.185563641,1.059935003,1.0580956728,0.1503899577615148
ArrowHead,FastWWSearch,0.38478863,0.462826496,0.454493524,0.454444953,0.451128279,0.4415363764,0.0286359897098569
Ham,FastWWSearch,9.858940311,10.730952402,10.869470504,10.308853835,10.670398145,10.4877230394,0.3648626469185739
Worms,FastWWSearch,142.815739405,155.419488733,154.816233443,152.290065549,153.93196684,151.854698794,4.640814333039117
WormsTwoClass,FastWWSearch,143.524791265,155.154778372,154.569543277,151.752616862,153.592679121,151.7188817794,4.256454634089378
InsectEPGSmallTrain,FastWWSearch,1.507930411,1.576634992,1.592740585,1.400883987,1.784669679,1.5725719308,0.1257489673901066
ToeSegmentation1,FastWWSearch,1.105288352,1.213100103,1.222643944,1.270478314,1.268331882,1.215968519,0.0600268740016325
SmoothSubspace,FastWWSearch,0.27119598479999996,0.6361767131999999,0.6552857136,0.5672542224,0.6409740780000001,0.5541773423999999,0.14472727896896473
GesturePebbleZ1,FastWWSearch,16.775866147,17.848984177,17.32755537,16.945677001,18.067572662,17.3931310714,0.4996408345286423
GesturePebbleZ2,FastWWSearch,19.609635224,21.196951303,21.354752262,20.939879173,21.690855091,20.9584146106,0.7169381760000055
InsectEPGRegularTrain,FastWWSearch,9.526028797,10.383981996,10.105587218,9.30641929,10.456385579,9.955680576,0.4610337246699426
PigAirwayPressure,FastWWSearch,107.10520916,115.533332357,124.069106479,116.128184184,117.51213754,116.069593944,5.417090301730412
PigArtPressure,FastWWSearch,206.020169318,217.146465676,216.85313176,212.350327901,218.535843615,214.181187654,4.579289362067013
PigCVP,FastWWSearch,248.760306087,257.213893338,267.72733766,254.344094231,259.030275755,257.4151814142,6.218167840663143
DiatomSizeReduction,FastWWSearch,0.102064831,0.11836973,0.115124954,0.115151636,0.120544104,0.114251051,0.0064287596074185
GestureMidAirD1,FastWWSearch,14.667533187,16.748002315,15.895522132,15.794449675,16.94533093,16.0101676478,0.8100957343310617
GestureMidAirD2,FastWWSearch,11.789164989,13.239346115,12.836107454,12.667606565,13.046343479,12.7157137204,0.5017585919735111
GestureMidAirD3,FastWWSearch,17.404016188,19.000925,19.062959633,18.472656419,19.406359247,18.6693832974,0.6996872399911795
Fish,FastWWSearch,25.707446183,27.320606854,27.485709032,27.347570427,27.815455926,27.1353576844,0.7353315502251018
PowerCons,FastWWSearch,4.795656945,4.652045841,4.501793915,4.460187056,4.549719827,4.5918807168,0.1203170695550765
Chinatown,FastWWSearch,0.0408835512,0.056775219599999996,0.1166148924,0.1147501956,0.09434612519999999,0.08467399679999998,0.03070600432773729
OSULeaf,FastWWSearch,36.257812612,38.735804261,39.22866221,37.709947946,39.605633722,38.3075721502,1.2062688205415937
GunPointAgeSpan,FastWWSearch,1.210739364,1.370274172,1.380849516,1.296279925,1.314258301,1.3144802556,0.0610103494844111
GunPointMaleVersusFemale,FastWWSearch,1.274811535,1.356326442,1.302894259,1.430553803,1.323565528,1.3376303134,0.0535442447464994
GunPointOldVersusYoung,FastWWSearch,1.135807638,1.696385428,1.518150581,1.573701198,1.571103344,1.4990296378,0.1907960170240151
Earthquakes,FastWWSearch,176.619547597,186.469903344,191.44701099,186.646032385,189.019762189,186.040451301,5.048004856270473
Haptics,FastWWSearch,104.761475263,111.478017673,112.093234677,110.518975194,113.801993992,110.5307393598,3.076503902218995
Computers,FastWWSearch,133.85240981,153.226121558,151.08769887,150.005981519,148.201275639,147.2746974792,6.905573025303628
DistalPhalanxOutlineAgeGroup,FastWWSearch,2.671833607,3.293025077,3.135095371,3.161438824,3.222516808,3.0967819374,0.2193399841404381
DistalPhalanxTW,FastWWSearch,2.742873807,3.162760947,3.198568552,3.048746323,3.205165044,3.0716229346,0.1736975246342616
MiddlePhalanxTW,FastWWSearch,2.651410235,3.210323489,3.051204317,3.27701733,3.176621591,3.0733153924,0.223352067409816
MiddlePhalanxOutlineAgeGroup,FastWWSearch,2.477731807,2.85930221,2.881446154,2.805774027,2.970361444,2.7989231284,0.1691493890376837
SyntheticControl,FastWWSearch,1.901564932,2.558980772,2.317544304,2.612643702,2.309284678,2.3400036776,0.2513802557158894
ProximalPhalanxOutlineAgeGroup,FastWWSearch,2.529605866,2.911516388,2.907436078,2.870310802,2.931783143,2.8301304554,0.1515668745432084
ProximalPhalanxTW,FastWWSearch,2.542292882,2.678927738,2.780331589,2.664723971,2.726210963,2.6784974286,0.079231747935109
SonyAIBORobotSurface1,FastWWSearch,0.028417005240000005,0.13846582152,0.2232261486,0.22745797152,0.33912632676,0.191338654728,0.1034423643184236
InlineSkate,FastWWSearch,127.50432414,147.000794373,137.602175801,140.803968296,135.062195831,137.59469168820002,6.434334971056779
EOGHorizontalSignal,FastWWSearch,644.556156451,715.652262368,659.956272671,644.615834287,655.897208783,664.1355469120001,26.471419423486072
EOGVerticalSignal,FastWWSearch,615.654097065,672.159002821,645.044565331,656.457566515,663.646739924,650.5923943312,19.60304980267617
LargeKitchenAppliances,FastWWSearch,239.05494989,259.47495973,258.842712268,254.399906411,255.315898189,253.41768529760003,7.442817075064891
RefrigerationDevices,FastWWSearch,339.839881741,350.803221485,351.46512488,339.95611851,349.978478335,346.40856499020003,5.336810847762342
ScreenType,FastWWSearch,289.315708616,320.381551198,312.928526794,306.96582101,315.914422294,309.1012059824,10.810552847128978
SmallKitchenAppliances,FastWWSearch,262.442655072,281.996222633,285.177277472,280.058552633,283.110956272,278.5571328164,8.225832681655113
CricketX,FastWWSearch,64.256809136,68.334160986,69.643662344,66.223276356,69.111378695,67.51385750339999,2.001749444152654
CricketY,FastWWSearch,65.758806704,69.878372908,70.30823244,67.981642641,70.68727531,68.92286600060001,1.835349910924889
CricketZ,FastWWSearch,62.337372097,63.935177598,63.673250935,63.45507734,64.896773138,63.65953022160001,0.8242381761984483
Adiac,FastWWSearch,10.5636424,10.910398046,11.333011208,10.663012675,11.116068536,10.917226573,0.2835870557924726
DistalPhalanxOutlineCorrect,FastWWSearch,6.395211381,7.084158581,7.088795027,7.053175302,7.209993743,6.9662668068,0.2905070878558352
ECGFiveDays,FastWWSearch,0.341169559,0.207375223,0.223266847,0.409103751,0.141701509,0.2645233778,0.0967794872826003
MiddlePhalanxOutlineCorrect,FastWWSearch,5.951024018,6.501562979,6.663851047,6.746696828,7.083963906,6.5894197556,0.3715152600681256
ProximalPhalanxOutlineCorrect,FastWWSearch,5.802956796,6.225390405,6.444312365,6.417993023,6.499851549,6.278100827599999,0.2549155638072717
SemgHandGenderCh2,FastWWSearch,1207.660331846,1285.476048476,1298.131736711,1277.308581178,1322.804580517,1278.2762557456,38.51335858877602
SemgHandMovementCh2,FastWWSearch,2726.797551321,2820.741270343,2845.345322961,2786.821626695,2904.55472663,2816.8520995900003,59.21214602286263
SemgHandSubjectCh2,FastWWSearch,2700.182517416,2820.302519011,2850.46894917,2786.896015146,2900.023804154,2811.5747609794,66.97676805544391
FiftyWords,FastWWSearch,57.946856244,62.307845035,63.390368468,61.311759329,63.858274898,61.7630207948,2.102471519353064
WordSynonyms,FastWWSearch,22.717596703,23.785777155,23.926885463,23.357886723,23.998733153,23.5573758394,0.475084351807932
CBF,FastWWSearch,0.145678147,0.151752347,0.141919284,0.170522461,0.159043895,0.1537832267999999,0.010182794524108
SonyAIBORobotSurface2,FastWWSearch,0.052388152679999994,0.18715554047999997,0.21506669807999998,0.24072988175999996,0.29200740948,0.19746953649599996,0.08034116434343776
Strawberry,FastWWSearch,39.257715724,42.077571569,42.458546746,41.064777004,42.819497238,41.5356216562,1.2809673736177545
AllGestureWiimoteX,FastWWSearch,77.627786951,83.753135081,82.66712165,80.673590275,81.880005957,81.3203279828,2.102321189927167
AllGestureWiimoteY,FastWWSearch,55.964353466,63.432811294,62.533950846,59.816776339,61.742844388,60.6981472666,2.650493261978697
AllGestureWiimoteZ,FastWWSearch,50.540890922,55.622140494,54.321049609,53.595408067,53.711084549,53.5581147282,1.6715682486887586
EthanolLevel,FastWWSearch,2213.468726206,2340.609068738,2360.872016485,2284.467539233,2334.349252328,2306.753320598,52.9816043105606
Symbols,FastWWSearch,0.593404936,0.662931954,0.759923148,0.554827383,0.550719999,0.624361484,0.0788428985786666
PLAID,FastWWSearch,1726.954794975,1857.030352279,1856.31658028,1821.728022371,1853.30215011,1823.066380003,49.82480708027774
ItalyPowerDemand,FastWWSearch,0.0959880948,0.2655502572,0.2065558152,0.2881074204,0.3122188284,0.2336840832,0.07725436819642609
SwedishLeaf,FastWWSearch,15.028016105,15.913807074,16.001386377,15.653460279,16.332877184,15.7859094038,0.4367852826332792
MedicalImages,FastWWSearch,4.050612124,3.706418206,3.636604066,3.583340916,3.689607126,3.7333164876,0.1644119893994815
TwoLeadECG,FastWWSearch,0.0282000996,0.1031853324,0.11723075759999999,0.0880273572,0.106785774,0.08868586415999999,0.031659480737320916
ShapesAll,FastWWSearch,296.47164938,318.035668134,314.366447793,308.023509016,318.651311752,311.109717215,8.237092318776366
MoteStrain,FastWWSearch,0.123158377,0.066906609,0.152185216,0.085056754,0.061177984,0.097696988,0.0348100845390519
HandOutlines,FastWWSearch,21244.669602276,21136.869692686,21245.695766934,20527.824897764,21366.603860939,21104.3327641198,297.28236632054507
CinCECGTorso,FastWWSearch,24.917989238,26.813190275,26.0635311,24.545350604,27.286503401,25.9253129236,1.0563396217379564
Phoneme,FastWWSearch,319.990404507,329.190171974,336.233178595,331.521149671,341.000897394,331.58716042820004,7.0772676568436585
InsectWingbeatSound,FastWWSearch,13.922156006,14.7178578,14.81363236,14.213221138,14.892294483,14.5118323574,0.3781978353549708
FaceAll,FastWWSearch,29.206564996,30.354845804,30.214263975,29.973004372,31.471422533,30.244020336,0.730677372554422
FacesUCR,FastWWSearch,3.482118075,3.589930645,3.570965642,3.663867615,3.671956094,3.5957676142,0.0692931747836952
Mallat,FastWWSearch,14.193921105,14.926555932,15.468753465,15.046448042,15.227035504,14.9725428096,0.4300744310458774
MixedShapesSmallTrain,FastWWSearch,48.34447231,50.57845333,51.896674282,49.980567997,51.868530511,50.533739686,1.322130638822553
PhalangesOutlinesCorrect,FastWWSearch,47.895723955,51.528870334,52.961593214,51.047647292,54.41912081,51.57059112099999,2.1830651741048306
FreezerSmallTrain,FastWWSearch,0.285141396,0.395184067,0.367610944,0.337548264,0.337797439,0.344656422,0.0366594131628493
MixedShapesRegularTrain,FastWWSearch,884.034497953,966.626208589,964.771481208,943.764836567,964.256770769,944.6907590172,31.455579810789725
FreezerRegularTrain,FastWWSearch,3.217197559,3.386805443,3.189281247,3.061632974,3.056546632,3.182292771,0.1212134432447124
Yoga,FastWWSearch,36.026980573,39.868062055,40.521677635,38.636943465,40.749096612,39.160552068,1.730326168242862
MelbournePedestrian,FastWWSearch,4.502474971,4.996197936,4.956312846,4.806230021,5.325223113,4.9172877774,0.2677926424495797
NonInvasiveFetalECGThorax1,FastWWSearch,2634.249775688,2706.948139906,2669.877848952,2606.488453151,2719.845964341,2667.4820364076004,42.73147444852303
NonInvasiveFetalECGThorax2,FastWWSearch,2355.167121646,2504.360762133,2463.177859782,2407.69046817,2463.894374958,2438.8581173378,51.93161976652638
ChlorineConcentration,FastWWSearch,10.37925734,10.871223369,11.009002973,10.746679356,11.464621327,10.894156873,0.3538407587241889
FordB,FastWWSearch,19422.135439007,18963.912332027,19086.904941272,18637.811050747,19595.927489393,19141.3382504892,338.6682801153215
UWaveGestureLibraryAll,FastWWSearch,3092.5106601,3117.359374651,3171.497760009,3075.711215338,3148.000796305,3121.0159612806005,35.08571261995061
UWaveGestureLibraryX,FastWWSearch,280.342302935,295.09146524,295.860378145,288.826995092,299.386084964,291.9014452752,6.707238234691659
UWaveGestureLibraryY,FastWWSearch,247.393396932,253.318600179,251.428926547,243.987693999,254.393694469,250.1044624252,3.8793589760184792
UWaveGestureLibraryZ,FastWWSearch,251.78937022,264.336960585,265.095642152,259.722023187,269.7218606,262.1331713488,6.066778091524326
FordA,FastWWSearch,18053.285780794,17763.751421853,17879.4694159,17409.392330764,18268.990905058,17874.9779708738,288.5139074446612
ECG5000,FastWWSearch,8.806817017,9.226152362,9.186291307,8.879220251,9.650600032,9.1498161938,0.2996039708034704
TwoPatterns,FastWWSearch,101.320568365,106.204534116,105.441580112,102.763479983,107.134927064,104.57301792799998,2.1832306105656767
Wafer,FastWWSearch,21.621083752,20.966314145,20.94644803,20.489688305,20.768481889,20.9584032242,0.3728578228511138
StarLightCurves,FastWWSearch,1678.427812858,1813.977763442,1807.349686256,1762.779131695,1792.607793159,1771.0284374819998,49.54285625814887
ElectricDevices,FastWWSearch,1577.871219136,1713.699866595,1737.318780913,1725.165022943,1747.576780014,1700.3263339202,62.27698254727039
Crop,FastWWSearch,307.85584198,305.980402772,320.206712741,309.588355052,327.125172713,314.15129705159995,8.151149813707839
BeetleFly,FastWWSearch_NoLb,0.854442712,1.464833215,1.384851922,1.541652174,1.543550613,1.3578661272,0.2584033146963151
BirdChicken,FastWWSearch_NoLb,0.702886437,1.137337405,1.515649658,1.255161704,1.6436556,1.2509381608,0.3278971868733601
Coffee,FastWWSearch_NoLb,0.355624299,0.900121574,0.689071525,0.609717513,0.673026407,0.6455122636,0.1748122618545735
Beef,FastWWSearch_NoLb,1.006209734,1.256595179,1.114477888,1.215205452,1.296956683,1.1778889872,0.1051275728217971
OliveOil,FastWWSearch_NoLb,1.112642424,1.421224954,1.244669068,1.551123616,1.380286717,1.3419893558,0.1507006040000802
Rock,FastWWSearch_NoLb,22.596547953,30.06982982,27.332510876,27.20544641,30.351288097,27.511124631200005,2.7889749633163463
PickupGestureWiimoteZ,FastWWSearch_NoLb,2.053771019,2.60740356,2.464085325,2.458818376,2.607979493,2.4384115546,0.2031430560443541
ShakeGestureWiimoteZ,FastWWSearch_NoLb,2.979365534,2.887490774,3.185083116,3.148598282,2.808246312,3.0017568036,0.1457225867400119
Wine,FastWWSearch_NoLb,0.67857224,1.039609821,0.939086428,1.076103062,1.096495595,0.9659734292,0.1535638267107274
FaceFour,FastWWSearch_NoLb,0.556029077,0.610040946,0.613617795,0.608773985,0.586371556,0.5949666718000001,0.0217060007440599
Car,FastWWSearch_NoLb,6.376737693,7.360826819,7.131625108,7.360130839,7.437561511,7.133376394,0.3919655725743942
Meat,FastWWSearch_NoLb,2.820253145,3.20250966,2.930020321,3.158141599,3.270647183,3.0763143816,0.171671481937921
Lightning2,FastWWSearch_NoLb,10.322870907,11.739315729,11.399334293,11.684264878,11.544663054,11.338089772200002,0.5211357267786072
Herring,FastWWSearch_NoLb,5.354559539,6.124386419,5.728347247,6.079164314,6.382356435,5.9337627908,0.3567596335697164
Lightning7,FastWWSearch_NoLb,3.518144882,3.996607638,3.924493049,4.137065836,4.352626957,3.9857876724,0.2756882389346558
DodgerLoopDay,FastWWSearch_NoLb,3.660014878,4.300459035,4.460314322,4.281409775,4.442607854,4.2289611728,0.2935070256641515
DodgerLoopGame,FastWWSearch_NoLb,0.302115133,0.483410386,0.364966878,0.380580449,0.475738632,0.4013622956,0.0690944851766155
DodgerLoopWeekend,FastWWSearch_NoLb,0.291872743,0.629923354,0.51114218,0.628752537,0.514946616,0.515327486,0.1232453968101791
HouseTwenty,FastWWSearch_NoLb,51.137045782,60.345998949,56.292949655,58.943012022,56.512563538,56.64631398920001,3.145068596084454
ToeSegmentation2,FastWWSearch_NoLb,1.252323075,1.483131861,1.447638527,1.559171398,1.566862599,1.4618254920000002,0.114066220527032
BME,FastWWSearch_NoLb,0.127005254,0.268877578,0.356621279,0.346380499,0.380414855,0.295859893,0.0923404068570733
UMD,FastWWSearch_NoLb,0.219901731,0.431960614,0.626487561,0.647269841,0.535195592,0.4921630677999999,0.1560150952085347
ECG200,FastWWSearch_NoLb,0.997415807,1.311455967,1.247521814,1.014383316,1.057112712,1.1255779231999998,0.1287619613971783
GunPoint,FastWWSearch_NoLb,0.402018489,0.714195909,0.701001941,0.610290978,0.81648597,0.6487986574,0.1396454875968224
ShapeletSim,FastWWSearch_NoLb,0.996543738,1.209833621,1.112553441,1.194332337,1.143848554,1.1314223382000002,0.0759061000604317
Trace,FastWWSearch_NoLb,3.634283865,4.091595136,3.807223776,4.007330836,4.057845189,3.9196557604,0.1734499672760352
ACSF1,FastWWSearch_NoLb,81.592567004,89.898855705,84.103967101,89.012344948,90.572294223,87.03600579619999,3.5449975648891856
Fungi,FastWWSearch_NoLb,0.125439552,0.356637072,0.407690967,0.276424738,0.32192751,0.2976239678,0.0962131314657002
Plane,FastWWSearch_NoLb,1.119049989,1.708767913,1.764887095,1.605161023,1.537250947,1.5470233934,0.228150214399795
ArrowHead,FastWWSearch_NoLb,0.466055528,0.568910524,0.547765845,0.569997657,0.547882031,0.540122317,0.0382774678285007
Ham,FastWWSearch_NoLb,11.01309785,12.386585687,11.523354191,11.997394156,12.154494789,11.8149853346,0.4905790196269887
Worms,FastWWSearch_NoLb,140.808788329,168.047232241,157.092297503,166.298534251,168.42772532,160.1349155288,10.508304932134472
WormsTwoClass,FastWWSearch_NoLb,140.929635391,170.094781494,159.170578917,168.17162678,168.698341545,161.41299282539998,10.942808097619697
InsectEPGSmallTrain,FastWWSearch_NoLb,1.220936403,1.320472491,1.272724243,1.205608044,1.483021642,1.3005525645999998,0.09981921492172
ToeSegmentation1,FastWWSearch_NoLb,1.039533335,1.164067908,1.054249037,1.276841594,1.161446118,1.1392275984,0.0862654246285479
SmoothSubspace,FastWWSearch_NoLb,0.181490367,0.413794478,0.517200643,0.416870623,0.412328271,0.3883368764,0.1108415084545621
GesturePebbleZ1,FastWWSearch_NoLb,17.932600863,19.83072808,18.099724527,19.29885744,19.831446491,18.9986714802,0.8271101740239297
GesturePebbleZ2,FastWWSearch_NoLb,21.953758462,23.786944207,22.986735228,24.484405064,24.190955035,23.4805595992,0.9144641209416642
InsectEPGRegularTrain,FastWWSearch_NoLb,9.097175094,10.109032435,9.279508095,9.510738993,10.3480993,9.6689107834,0.4813602760580894
PigAirwayPressure,FastWWSearch_NoLb,188.59888439,213.968800576,207.00791373,214.659030618,219.426304282,208.7321867192,10.818842209342131
PigArtPressure,FastWWSearch_NoLb,209.514565014,243.664171535,228.851158269,238.589973447,245.113550108,233.1466836746,13.117785007947385
PigCVP,FastWWSearch_NoLb,248.646658879,287.253598839,282.523415193,284.904695536,289.168418035,278.49935729640004,15.092187414349368
DiatomSizeReduction,FastWWSearch_NoLb,0.152752923,0.174955711,0.170114591,0.177570565,0.17528674,0.170136106,0.009024459182548
GestureMidAirD1,FastWWSearch_NoLb,23.203660419,26.49039479,24.365302137,26.289022143,26.993733373,25.4684225724,1.4415551473122543
GestureMidAirD2,FastWWSearch_NoLb,22.822401779,25.382441894,23.319201628,25.779209795,26.132883607,24.6872277406,1.3501658951468811
GestureMidAirD3,FastWWSearch_NoLb,23.839054579,25.992425478,24.024711882,26.063533508,27.069900486,25.3979251866,1.2575976134650533
Fish,FastWWSearch_NoLb,32.006674266,35.948540315,34.620491324,35.694818122,36.214162461,34.896937297600005,1.543217911728442
PowerCons,FastWWSearch_NoLb,4.148870528,4.94383759,4.474751906,4.758409802,4.743940422,4.6139620496,0.2765020760011371
Chinatown,FastWWSearch_NoLb,0.028797152,0.0520954,0.117507513,0.0523421,0.026263397,0.0554011124,0.0329674610927766
OSULeaf,FastWWSearch_NoLb,39.780493925,45.032965278,42.146637048,43.868902266,45.440815973,43.253962898,2.079253881105948
GunPointAgeSpan,FastWWSearch_NoLb,2.146227551,2.437714023,2.251818683,2.357442054,2.337821431,2.3062047484,0.0994687018184581
GunPointMaleVersusFemale,FastWWSearch_NoLb,2.214585228,2.376488172,2.226864525,2.490531219,2.415793017,2.3448524322,0.1078391267244867
GunPointOldVersusYoung,FastWWSearch_NoLb,2.132552928,2.494961875,2.576400478,2.601410693,2.524431704,2.4659515356,0.1708591897666677
Earthquakes,FastWWSearch_NoLb,169.493140054,203.584807398,196.862112643,204.977877914,207.944378264,196.5724632546,14.017974595024086
Haptics,FastWWSearch_NoLb,144.229678995,170.47632759,160.20322896,166.812802186,172.868166693,162.9180408848,10.275475084116565
Computers,FastWWSearch_NoLb,150.745943442,173.558292525,161.025274505,172.605332769,174.538044712,166.49457759060002,9.272189759128688
DistalPhalanxOutlineAgeGroup,FastWWSearch_NoLb,4.693629002,5.461053287,5.218189205,5.5518784,5.491220097,5.2831939982,0.315883712795799
DistalPhalanxTW,FastWWSearch_NoLb,4.726069568,5.412234352,5.216768101,5.416579114,5.44159575,5.242649377,0.2705974190572999
